0.0	0.0	-8.4823969358424e-6
-0.05030511831139577	-0.49034077588774355	-1.4954601163343297
-0.44092604702476607	-1.671843463035208	-3.60205999132801
-0.6839640957110605	-2.070780704021191	-4.03257635135084
-0.8116428696853893	-2.1973865999969564	-4.239447944997895
-0.8831951582750043	-2.2860240870390265	-4.387050666241601
-0.9239401259650637	-2.329058719264229	-4.478821039597661
-0.9458419674128935	-2.37683150106023	-4.667877275816654
-0.9728734586991883	-2.397516099920074	-4.806179973984899
-0.9849940913750417	-2.4082399653118496	-4.8342086975845255
-0.9974627319346397	-2.419235349613315	-4.9689072714828795
-1.0016997848778944	-2.4420982325728118	-5.056057447199785
-1.0102999566398119	-2.453997455872522	-5.232148706258209
-1.014664762042262	-2.4662319122895364	-5.232148706258209
-1.014664762042262	-2.4917860167619303	-5.311329952304188
-1.014664762042262	-2.518938262805536	-5.311329952304188
-1.014664762042262	-2.547901958740859	-5.408239965309776
-1.023528222373567	-2.547901958740859	-5.408239965309776
-1.0371721030401133	-2.547901958740859	-5.408239965309776
-1.0465121292942567	-2.547901958740859	-5.408239965309776
